eventdate,series,video,site_name,site_type,starts,siteTypeStarts,nameOfDay,startOfWeek
2019-04-03,Superstore,Olympics,Bravo Android Tablet Apps,Watch,1401,2132358,Wednesday,2019-04-01
2019-04-09,Superstore,Olympics,Bravo FireTV App,Watch,1383,2132358,Tuesday,2019-04-08
2019-03-31,Superstore,Olympics,Comcast Xfinity MVPD,MVPD,1308,201100,Sunday,2019-03-25
2019-04-04,Superstore,Olympics,Bravo FireTV App,Watch,1307,2132358,Thursday,2019-04-01
2019-04-06,Superstore,Olympics,Bravo Samsung Smart TV App,Watch,1290,2132358,Saturday,2019-04-01
2019-04-06,Superstore,Olympics,Bravo FireTV App,Watch,1290,2132358,Saturday,2019-04-01
2019-04-03,Superstore,Olympics,Bravo iPad App,Watch,1284,2132358,Wednesday,2019-04-01
2019-03-29,Superstore,Olympics,Bravo FireTV App,Watch,1284,2132358,Friday,2019-03-25
2019-04-04,Superstore,Olympics,Bravo FEP,Watch,1279,2132358,Thursday,2019-04-01
2019-04-03,Superstore,Olympics,Bravo iPhone App,Watch,1237,2132358,Wednesday,2019-04-01
2019-04-11,Superstore,Olympics,Bravo iPad App,Watch,1223,2132358,Thursday,2019-04-08
2019-04-08,Superstore,Olympics,Bravo Android Tablet Apps,Watch,1209,2132358,Monday,2019-04-08
2019-04-04,Superstore,Olympics,Bravo Android Tablet Apps,Watch,1200,2132358,Thursday,2019-04-01
2019-04-06,Superstore,Olympics,Bravo iPad App,Watch,1182,2132358,Saturday,2019-04-01
2019-04-04,Superstore,Olympics,Bravo Roku App,Watch,1154,2132358,Thursday,2019-04-01
2019-04-02,Superstore,Olympics,Bravo iPad App,Watch,1151,2132358,Tuesday,2019-04-01
2019-03-31,Superstore,Olympics,Bravo iPad App,Watch,1139,2132358,Sunday,2019-03-25
2019-04-02,Superstore,Olympics,Bravo Android Tablet Apps,Watch,1135,2132358,Tuesday,2019-04-01
2019-04-06,Superstore,Olympics,Bravo FEP,Watch,1131,2132358,Saturday,2019-04-01
2019-04-08,Superstore,Olympics,Bravo FireTV App,Watch,1126,2132358,Monday,2019-04-08
2019-04-07,Superstore,Olympics,Bravo Roku App,Watch,1108,2132358,Sunday,2019-04-01
2019-04-10,Superstore,Olympics,Bravo Roku App,Watch,1106,2132358,Wednesday,2019-04-08
2019-04-02,Superstore,Olympics,Bravo Apple TV App,Watch,1092,2132358,Tuesday,2019-04-01
2019-04-05,Superstore,Olympics,Bravo FireTV App,Watch,1088,2132358,Friday,2019-04-01
2019-04-12,Superstore,Olympics,Bravo Apple TV App,Watch,1071,2132358,Friday,2019-04-08
2019-04-05,Superstore,Olympics,Bravo FEP,Watch,1062,2132358,Friday,2019-04-01
2019-04-06,Superstore,Olympics,Bravo Chromecast App,Watch,1057,2132358,Saturday,2019-04-01
2019-04-05,Superstore,Olympics,Bravo iPad App,Watch,1054,2132358,Friday,2019-04-01
2019-04-09,Superstore,Olympics,Bravo Samsung Smart TV App,Watch,1054,2132358,Tuesday,2019-04-08
2019-03-31,Superstore,Olympics,Bravo Android Tablet Apps,Watch,1023,2132358,Sunday,2019-03-25
2019-04-10,Superstore,Olympics,Comcast Xfinity MVPD,MVPD,1022,201100,Wednesday,2019-04-08
2019-03-31,Superstore,Olympics,Bravo Roku App,Watch,982,2132358,Sunday,2019-03-25
2019-04-04,Superstore,Olympics,Bravo Samsung Smart TV App,Watch,981,2132358,Thursday,2019-04-01
2019-04-09,Superstore,Olympics,Bravo Apple TV App,Watch,931,2132358,Tuesday,2019-04-08
2019-04-08,Superstore,Olympics,Bravo iPad App,Watch,909,2132358,Monday,2019-04-08
2019-04-11,Superstore,Olympics,Bravo Android Tablet Apps,Watch,878,2132358,Thursday,2019-04-08
2019-04-02,Superstore,Olympics,Bravo FireTV App,Watch,837,2132358,Tuesday,2019-04-01
2019-04-08,Superstore,Olympics,Bravo FEP,Watch,834,2132358,Monday,2019-04-08
2019-03-30,Superstore,Olympics,Bravo iPad App,Watch,807,2132358,Saturday,2019-03-25
2019-04-11,Superstore,Olympics,Bravo Roku App,Watch,791,2132358,Thursday,2019-04-08
2019-04-07,Superstore,Olympics,Bravo FireTV App,Watch,759,2132358,Sunday,2019-04-01
2019-04-04,Superstore,Olympics,Bravo Chromecast App,Watch,740,2132358,Thursday,2019-04-01
2019-04-09,Superstore,Olympics,Bravo FEP,Watch,724,2132358,Tuesday,2019-04-08
2019-04-03,Superstore,Olympics,Bravo FEP,Watch,716,2132358,Wednesday,2019-04-01
2019-03-31,Superstore,Olympics,Bravo Apple TV App,Watch,713,2132358,Sunday,2019-03-25
2019-04-10,Superstore,Olympics,Bravo iPhone App,Watch,706,2132358,Wednesday,2019-04-08
2019-03-31,Superstore,Olympics,Bravo iPhone App,Watch,704,2132358,Sunday,2019-03-25
2019-04-10,Superstore,Olympics,Bravo iPad App,Watch,700,2132358,Wednesday,2019-04-08
2019-03-29,Superstore,Olympics,Bravo Roku App,Watch,697,2132358,Friday,2019-03-25
2019-04-10,Superstore,Olympics,Bravo Chromecast App,Watch,687,2132358,Wednesday,2019-04-08
2019-03-29,Superstore,Olympics,Bravo iPhone App,Watch,682,2132358,Friday,2019-03-25
2019-03-30,Superstore,Olympics,Comcast Xfinity MVPD,MVPD,663,201100,Saturday,2019-03-25
2019-04-06,Superstore,Olympics,Bravo Apple TV App,Watch,645,2132358,Saturday,2019-04-01
2019-04-01,Superstore,Olympics,Bravo Roku App,Watch,642,2132358,Monday,2019-04-01
2019-04-12,Superstore,Olympics,Comcast Xfinity MVPD,MVPD,628,201100,Friday,2019-04-08
2019-03-29,Superstore,Olympics,Bravo FEP,Watch,612,2132358,Friday,2019-03-25
2019-04-09,Superstore,Olympics,Bravo iPad App,Watch,599,2132358,Tuesday,2019-04-08
2019-04-05,Superstore,Olympics,Bravo Roku App,Watch,532,2132358,Friday,2019-04-01
2019-04-03,Superstore,Olympics,Comcast Xfinity MVPD,MVPD,522,201100,Wednesday,2019-04-01
2019-04-09,Superstore,Olympics,Bravo iPhone App,Watch,488,2132358,Tuesday,2019-04-08
2019-04-01,Superstore,Olympics,Bravo Android Tablet Apps,Watch,476,2132358,Monday,2019-04-01
2019-04-03,Superstore,Olympics,Bravo FireTV App,Watch,471,2132358,Wednesday,2019-04-01
2019-04-09,Superstore,Olympics,Comcast Xfinity MVPD,MVPD,468,201100,Tuesday,2019-04-08
2019-04-03,Superstore,Olympics,Bravo Apple TV App,Watch,436,2132358,Wednesday,2019-04-01
2019-04-04,Superstore,Olympics,Bravo iPhone App,Watch,414,2132358,Thursday,2019-04-01
2019-04-11,Superstore,Olympics,Bravo FEP,Watch,403,2132358,Thursday,2019-04-08
2019-04-09,Superstore,Olympics,Bravo Chromecast App,Watch,395,2132358,Tuesday,2019-04-08
2019-04-01,Superstore,Olympics,Bravo Apple TV App,Watch,394,2132358,Monday,2019-04-01
2019-04-12,Superstore,Olympics,Bravo FireTV App,Watch,373,2132358,Friday,2019-04-08
2019-04-11,Superstore,Olympics,Bravo FireTV App,Watch,342,2132358,Thursday,2019-04-08
2019-04-11,Superstore,Olympics,Bravo iPhone App,Watch,332,2132358,Thursday,2019-04-08
2019-04-01,Superstore,Olympics,Bravo Android TV App,Watch,324,2132358,Monday,2019-04-01
2019-04-04,Superstore,Olympics,Bravo Apple TV App,Watch,317,2132358,Thursday,2019-04-01
2019-04-07,Superstore,Olympics,Bravo Android Tablet Apps,Watch,311,2132358,Sunday,2019-04-01
2019-04-06,Superstore,Olympics,Bravo iPhone App,Watch,294,2132358,Saturday,2019-04-01
2019-03-29,Superstore,Olympics,Bravo Apple TV App,Watch,272,2132358,Friday,2019-03-25
2019-04-09,Superstore,Olympics,Bravo Android Tablet Apps,Watch,230,2132358,Tuesday,2019-04-08
2019-04-05,Superstore,Olympics,Bravo iPhone App,Watch,223,2132358,Friday,2019-04-01
2019-03-31,Superstore,Olympics,Bravo FireTV App,Watch,211,2132358,Sunday,2019-03-25
2019-04-02,Superstore,Olympics,Bravo Roku App,Watch,169,2132358,Tuesday,2019-04-01
2019-04-08,Superstore,Olympics,Bravo Roku App,Watch,147,2132358,Monday,2019-04-08
2019-04-10,Superstore,Olympics,Bravo FEP,Watch,146,2132358,Wednesday,2019-04-08
2019-04-12,Superstore,Olympics,Bravo FEP,Watch,139,2132358,Friday,2019-04-08
2019-04-02,Superstore,Olympics,Dish Anywhere MVPD,MVPD,127,201100,Tuesday,2019-04-01
2019-03-29,Superstore,Olympics,Bravo iPad App,Watch,109,2132358,Friday,2019-03-25
2019-03-31,Superstore,Pilot,Bravo FEP,Watch,1989,2132358,Sunday,2019-03-25
2019-04-06,Superstore,Pilot,Dish Anywhere MVPD,MVPD,1969,201100,Saturday,2019-04-01
2019-03-29,Superstore,Pilot,Bravo FireTV App,Watch,1954,2132358,Friday,2019-03-25
2019-03-29,Superstore,Pilot,Bravo Roku App,Watch,1953,2132358,Friday,2019-03-25
2019-04-08,Superstore,Pilot,Bravo iPad App,Watch,1950,2132358,Monday,2019-04-08
2019-04-01,Superstore,Pilot,Bravo Roku App,Watch,1927,2132358,Monday,2019-04-01
2019-04-01,Superstore,Pilot,Bravo FEP,Watch,1915,2132358,Monday,2019-04-01
2019-03-31,Superstore,Pilot,Bravo Android TV App,Watch,1878,2132358,Sunday,2019-03-25
2019-04-07,Superstore,Pilot,Bravo Roku App,Watch,1841,2132358,Sunday,2019-04-01
2019-03-31,Superstore,Pilot,Bravo Roku App,Watch,1821,2132358,Sunday,2019-03-25
2019-04-05,Superstore,Pilot,Bravo Chromecast App,Watch,1801,2132358,Friday,2019-04-01
2019-04-05,Superstore,Pilot,Bravo Roku App,Watch,1800,2132358,Friday,2019-04-01
2019-04-02,Superstore,Pilot,Bravo FireTV App,Watch,1795,2132358,Tuesday,2019-04-01
2019-04-04,Superstore,Pilot,Bravo iPad App,Watch,1794,2132358,Thursday,2019-04-01
2019-04-06,Superstore,Pilot,Bravo Android Tablet Apps,Watch,1785,2132358,Saturday,2019-04-01
2019-04-05,Superstore,Pilot,Bravo Samsung Smart TV App,Watch,1778,2132358,Friday,2019-04-01
2019-04-07,Superstore,Pilot,Bravo Android Tablet Apps,Watch,1757,2132358,Sunday,2019-04-01
2019-03-29,Superstore,Pilot,Comcast Xfinity MVPD,MVPD,1753,201100,Friday,2019-03-25
2019-04-05,Superstore,Pilot,Bravo iPhone App,Watch,1749,2132358,Friday,2019-04-01
2019-04-02,Superstore,Pilot,Bravo Roku App,Watch,1746,2132358,Tuesday,2019-04-01
2019-03-31,Superstore,Pilot,Bravo iPhone App,Watch,1736,2132358,Sunday,2019-03-25
2019-03-31,Superstore,Pilot,Bravo iPad App,Watch,1733,2132358,Sunday,2019-03-25
2019-04-07,Superstore,Pilot,Bravo Apple TV App,Watch,1733,2132358,Sunday,2019-04-01
2019-04-08,Superstore,Pilot,Bravo Samsung Smart TV App,Watch,1727,2132358,Monday,2019-04-08
2019-04-06,Superstore,Pilot,Bravo Roku App,Watch,1725,2132358,Saturday,2019-04-01
2019-03-31,Superstore,Pilot,Comcast Xfinity MVPD,MVPD,1714,201100,Sunday,2019-03-25
2019-04-11,Superstore,Pilot,Bravo Android Tablet Apps,Watch,1702,2132358,Thursday,2019-04-08
2019-04-05,Superstore,Pilot,Dish Anywhere MVPD,MVPD,1699,201100,Friday,2019-04-01
2019-04-12,Superstore,Pilot,Bravo Android Tablet Apps,Watch,1673,2132358,Friday,2019-04-08
2019-03-29,Superstore,Pilot,Bravo iPhone App,Watch,1671,2132358,Friday,2019-03-25
2019-04-03,Superstore,Pilot,Bravo Chromecast App,Watch,1659,2132358,Wednesday,2019-04-01
2019-03-30,Superstore,Pilot,Bravo FireTV App,Watch,1657,2132358,Saturday,2019-03-25
2019-04-03,Superstore,Pilot,Bravo iPad App,Watch,1606,2132358,Wednesday,2019-04-01
2019-04-04,Superstore,Pilot,Bravo Roku App,Watch,1598,2132358,Thursday,2019-04-01
2019-04-08,Superstore,Pilot,Bravo FireTV App,Watch,1583,2132358,Monday,2019-04-08
2019-03-29,Superstore,Pilot,Bravo Android Tablet Apps,Watch,1553,2132358,Friday,2019-03-25
2019-04-03,Superstore,Pilot,Bravo FEP,Watch,1543,2132358,Wednesday,2019-04-01
2019-04-06,Superstore,Pilot,Bravo iPad App,Watch,1535,2132358,Saturday,2019-04-01
2019-04-09,Superstore,Pilot,Bravo Apple TV App,Watch,1520,2132358,Tuesday,2019-04-08
2019-04-09,Superstore,Pilot,Comcast Xfinity MVPD,MVPD,1509,201100,Tuesday,2019-04-08
2019-04-06,Superstore,Pilot,Bravo Apple TV App,Watch,1502,2132358,Saturday,2019-04-01
2019-04-02,Superstore,Pilot,Bravo Samsung Smart TV App,Watch,1490,2132358,Tuesday,2019-04-01
2019-04-12,Superstore,Pilot,Comcast Xfinity MVPD,MVPD,1475,201100,Friday,2019-04-08
2019-04-12,Superstore,Pilot,Bravo Apple TV App,Watch,1473,2132358,Friday,2019-04-08
2019-04-02,Superstore,Pilot,Bravo FEP,Watch,1459,2132358,Tuesday,2019-04-01
2019-04-09,Superstore,Pilot,Bravo Android Tablet Apps,Watch,1448,2132358,Tuesday,2019-04-08
2019-04-01,Superstore,Pilot,Bravo Chromecast App,Watch,1441,2132358,Monday,2019-04-01
2019-04-11,Superstore,Pilot,Bravo Chromecast App,Watch,1440,2132358,Thursday,2019-04-08
2019-04-05,Superstore,Pilot,Bravo FireTV App,Watch,1437,2132358,Friday,2019-04-01
2019-04-04,Superstore,Pilot,Bravo Samsung Smart TV App,Watch,1434,2132358,Thursday,2019-04-01
2019-04-08,Superstore,Pilot,Bravo Android Tablet Apps,Watch,1433,2132358,Monday,2019-04-08
2019-04-08,Superstore,Pilot,Comcast Xfinity MVPD,MVPD,1420,201100,Monday,2019-04-08
2019-04-06,Superstore,Pilot,Bravo FEP,Watch,1414,2132358,Saturday,2019-04-01
2019-04-01,Superstore,Pilot,Bravo Android Tablet Apps,Watch,1413,2132358,Monday,2019-04-01
2019-04-11,Superstore,Pilot,Bravo iPad App,Watch,1408,2132358,Thursday,2019-04-08
2019-04-11,Superstore,Pilot,Bravo FEP,Watch,1404,2132358,Thursday,2019-04-08
2019-04-07,Superstore,Pilot,Bravo FireTV App,Watch,1394,2132358,Sunday,2019-04-01
2019-04-05,Superstore,Pilot,Bravo Apple TV App,Watch,1393,2132358,Friday,2019-04-01
2019-03-29,Superstore,Pilot,Bravo Apple TV App,Watch,1358,2132358,Friday,2019-03-25
2019-04-10,Superstore,Pilot,Bravo Chromecast App,Watch,1329,2132358,Wednesday,2019-04-08
2019-04-11,Superstore,Pilot,Bravo Roku App,Watch,1299,2132358,Thursday,2019-04-08
2019-03-30,Superstore,Pilot,Bravo Samsung Smart TV App,Watch,1288,2132358,Saturday,2019-03-25
2019-04-10,Superstore,Pilot,Bravo iPad App,Watch,1270,2132358,Wednesday,2019-04-08
2019-04-09,Superstore,Pilot,Bravo Roku App,Watch,1268,2132358,Tuesday,2019-04-08
2019-04-06,Superstore,Pilot,Bravo FireTV App,Watch,1247,2132358,Saturday,2019-04-01
2019-04-07,Superstore,Pilot,Bravo FEP,Watch,1244,2132358,Sunday,2019-04-01
2019-04-10,Superstore,Pilot,Bravo iPhone App,Watch,1237,2132358,Wednesday,2019-04-08
2019-04-02,Superstore,Pilot,Bravo iPhone App,Watch,1235,2132358,Tuesday,2019-04-01
2019-04-12,Superstore,Pilot,Bravo Roku App,Watch,1232,2132358,Friday,2019-04-08
2019-03-31,Superstore,Pilot,Bravo FireTV App,Watch,1218,2132358,Sunday,2019-03-25
2019-04-03,Superstore,Pilot,Bravo Apple TV App,Watch,1210,2132358,Wednesday,2019-04-01
2019-04-04,Superstore,Pilot,Bravo FEP,Watch,1208,2132358,Thursday,2019-04-01
2019-03-30,Superstore,Pilot,Bravo Roku App,Watch,1162,2132358,Saturday,2019-03-25
2019-04-10,Superstore,Pilot,Bravo Apple TV App,Watch,1150,2132358,Wednesday,2019-04-08
2019-04-04,Superstore,Pilot,Bravo FireTV App,Watch,1130,2132358,Thursday,2019-04-01
2019-04-03,Superstore,Pilot,Bravo FireTV App,Watch,1099,2132358,Wednesday,2019-04-01
2019-04-04,Superstore,Pilot,Bravo Chromecast App,Watch,1099,2132358,Thursday,2019-04-01
2019-04-04,Superstore,Pilot,Bravo iPhone App,Watch,1091,2132358,Thursday,2019-04-01
2019-04-08,Superstore,Pilot,Bravo Apple TV App,Watch,1064,2132358,Monday,2019-04-08
2019-04-11,Superstore,Pilot,Bravo FireTV App,Watch,1055,2132358,Thursday,2019-04-08
2019-04-01,Superstore,Pilot,Comcast Xfinity MVPD,MVPD,1035,201100,Monday,2019-04-01
2019-04-06,Superstore,Pilot,Comcast Xfinity MVPD,MVPD,1035,201100,Saturday,2019-04-01
2019-03-29,Superstore,Pilot,Bravo FEP,Watch,1029,2132358,Friday,2019-03-25
2019-03-29,Superstore,Pilot,Bravo iPad App,Watch,1023,2132358,Friday,2019-03-25
2019-04-11,Superstore,Pilot,Bravo iPhone App,Watch,1019,2132358,Thursday,2019-04-08
2019-04-01,Superstore,Pilot,Bravo iPhone App,Watch,1017,2132358,Monday,2019-04-01
2019-03-29,Superstore,Pilot,Bravo Chromecast App,Watch,1012,2132358,Friday,2019-03-25
2019-03-30,Superstore,Pilot,Bravo Android Tablet Apps,Watch,968,2132358,Saturday,2019-03-25
2019-04-09,Superstore,Pilot,Bravo Samsung Smart TV App,Watch,968,2132358,Tuesday,2019-04-08
2019-04-02,Superstore,Pilot,Comcast Xfinity MVPD,MVPD,957,201100,Tuesday,2019-04-01
2019-04-02,Superstore,Pilot,Bravo Chromecast App,Watch,948,2132358,Tuesday,2019-04-01
2019-04-11,Superstore,Pilot,Comcast Xfinity MVPD,MVPD,943,201100,Thursday,2019-04-08
2019-04-12,Superstore,Pilot,Bravo iPhone App,Watch,896,2132358,Friday,2019-04-08
2019-03-30,Superstore,Pilot,Bravo Apple TV App,Watch,891,2132358,Saturday,2019-03-25
2019-03-31,Superstore,Pilot,Bravo Samsung Smart TV App,Watch,891,2132358,Sunday,2019-03-25
2019-04-08,Superstore,Pilot,Bravo iPhone App,Watch,861,2132358,Monday,2019-04-08
2019-04-08,Superstore,Pilot,Bravo FEP,Watch,851,2132358,Monday,2019-04-08
2019-04-03,Superstore,Pilot,Bravo Android Tablet Apps,Watch,850,2132358,Wednesday,2019-04-01
2019-04-07,Superstore,Pilot,Bravo Samsung Smart TV App,Watch,843,2132358,Sunday,2019-04-01
2019-03-30,Superstore,Pilot,Bravo iPad App,Watch,836,2132358,Saturday,2019-03-25
2019-04-12,Superstore,Pilot,Bravo iPad App,Watch,792,2132358,Friday,2019-04-08
2019-04-05,Superstore,Pilot,Bravo Android Tablet Apps,Watch,754,2132358,Friday,2019-04-01
2019-04-04,Superstore,Pilot,Bravo Android Tablet Apps,Watch,737,2132358,Thursday,2019-04-01
2019-04-10,Superstore,Pilot,Bravo FEP,Watch,728,2132358,Wednesday,2019-04-08
2019-03-31,Superstore,Pilot,Dish Anywhere MVPD,MVPD,699,201100,Sunday,2019-03-25
2019-04-01,Superstore,Pilot,Bravo iPad App,Watch,695,2132358,Monday,2019-04-01
2019-04-09,Superstore,Pilot,Bravo FireTV App,Watch,678,2132358,Tuesday,2019-04-08
2019-03-30,Superstore,Pilot,Bravo Chromecast App,Watch,666,2132358,Saturday,2019-03-25
2019-04-08,Superstore,Pilot,Bravo Chromecast App,Watch,666,2132358,Monday,2019-04-08
2019-04-11,Superstore,Pilot,Dish Anywhere MVPD,MVPD,645,201100,Thursday,2019-04-08
2019-03-30,Superstore,Pilot,Bravo FEP,Watch,631,2132358,Saturday,2019-03-25
2019-04-09,Superstore,Pilot,Bravo Chromecast App,Watch,610,2132358,Tuesday,2019-04-08
2019-04-12,Superstore,Pilot,Bravo Android TV App,Watch,608,2132358,Friday,2019-04-08
2019-03-29,Superstore,Pilot,Bravo Samsung Smart TV App,Watch,600,2132358,Friday,2019-03-25
2019-04-02,Superstore,Pilot,Bravo iPad App,Watch,597,2132358,Tuesday,2019-04-01
2019-03-30,Superstore,Pilot,Comcast Xfinity MVPD,MVPD,572,201100,Saturday,2019-03-25
2019-04-01,Superstore,Pilot,Bravo Apple TV App,Watch,571,2132358,Monday,2019-04-01
2019-04-10,Superstore,Pilot,Bravo FireTV App,Watch,556,2132358,Wednesday,2019-04-08
2019-04-04,Superstore,Pilot,Bravo Apple TV App,Watch,552,2132358,Thursday,2019-04-01
2019-04-09,Superstore,Pilot,Bravo iPhone App,Watch,546,2132358,Tuesday,2019-04-08
2019-03-31,Superstore,Pilot,Bravo Chromecast App,Watch,537,2132358,Sunday,2019-03-25
2019-03-31,Superstore,Pilot,Bravo Apple TV App,Watch,531,2132358,Sunday,2019-03-25
2019-04-03,Superstore,Pilot,Comcast Xfinity MVPD,MVPD,524,201100,Wednesday,2019-04-01
2019-04-07,Superstore,Pilot,Comcast Xfinity MVPD,MVPD,510,201100,Sunday,2019-04-01
2019-04-03,Superstore,Pilot,Dish Anywhere MVPD,MVPD,498,201100,Wednesday,2019-04-01
2019-04-05,Superstore,Pilot,Bravo iPad App,Watch,488,2132358,Friday,2019-04-01
2019-04-06,Superstore,Pilot,Bravo Chromecast App,Watch,485,2132358,Saturday,2019-04-01
2019-04-10,Superstore,Pilot,Bravo Roku App,Watch,472,2132358,Wednesday,2019-04-08
2019-04-10,Superstore,Pilot,Bravo Android Tablet Apps,Watch,463,2132358,Wednesday,2019-04-08
2019-04-05,Superstore,Pilot,Bravo FEP,Watch,443,2132358,Friday,2019-04-01
2019-04-08,Superstore,Pilot,Bravo Roku App,Watch,441,2132358,Monday,2019-04-08
2019-04-09,Superstore,Pilot,Bravo iPad App,Watch,440,2132358,Tuesday,2019-04-08
2019-04-10,Superstore,Pilot,Comcast Xfinity MVPD,MVPD,426,201100,Wednesday,2019-04-08
2019-04-12,Superstore,Pilot,Bravo FEP,Watch,416,2132358,Friday,2019-04-08
2019-04-06,Superstore,Pilot,Bravo Samsung Smart TV App,Watch,411,2132358,Saturday,2019-04-01
2019-04-06,Superstore,Pilot,Bravo Android TV App,Watch,395,2132358,Saturday,2019-04-01
2019-03-30,Superstore,Pilot,Bravo iPhone App,Watch,366,2132358,Saturday,2019-03-25
2019-04-07,Superstore,Pilot,Bravo iPad App,Watch,346,2132358,Sunday,2019-04-01
2019-04-03,Superstore,Pilot,Bravo Roku App,Watch,335,2132358,Wednesday,2019-04-01
2019-03-31,Superstore,Pilot,Bravo Android Tablet Apps,Watch,331,2132358,Sunday,2019-03-25
2019-04-09,Superstore,Pilot,Bravo FEP,Watch,306,2132358,Tuesday,2019-04-08
2019-04-06,Superstore,Pilot,Bravo iPhone App,Watch,262,2132358,Saturday,2019-04-01
2019-04-03,Superstore,Pilot,Bravo iPhone App,Watch,248,2132358,Wednesday,2019-04-01
2019-04-11,Superstore,Pilot,Bravo Apple TV App,Watch,242,2132358,Thursday,2019-04-08
2019-04-01,Superstore,Pilot,Bravo FireTV App,Watch,223,2132358,Monday,2019-04-01
2019-04-12,Superstore,Pilot,Bravo FireTV App,Watch,221,2132358,Friday,2019-04-08
2019-04-12,Superstore,Pilot,Bravo Samsung Smart TV App,Watch,217,2132358,Friday,2019-04-08
2019-04-03,Superstore,Pilot,Bravo Samsung Smart TV App,Watch,216,2132358,Wednesday,2019-04-01
2019-04-07,Superstore,Pilot,Bravo iPhone App,Watch,143,2132358,Sunday,2019-04-01
2019-04-02,Superstore,Pilot,Bravo Apple TV App,Watch,140,2132358,Tuesday,2019-04-01
2019-04-02,Superstore,Pilot,Bravo Android Tablet Apps,Watch,131,2132358,Tuesday,2019-04-01
2019-04-07,Superstore,Secret Shopper,Bravo iPad App,Watch,1991,2132358,Sunday,2019-04-01
2019-04-12,Superstore,Secret Shopper,Bravo FEP,Watch,1966,2132358,Friday,2019-04-08
2019-03-30,Superstore,Secret Shopper,Bravo iPad App,Watch,1965,2132358,Saturday,2019-03-25
2019-04-10,Superstore,Secret Shopper,Bravo Chromecast App,Watch,1943,2132358,Wednesday,2019-04-08
2019-04-09,Superstore,Secret Shopper,Bravo Apple TV App,Watch,1914,2132358,Tuesday,2019-04-08
2019-04-10,Superstore,Secret Shopper,Bravo Android Tablet Apps,Watch,1914,2132358,Wednesday,2019-04-08
2019-04-03,Superstore,Secret Shopper,Bravo iPhone App,Watch,1912,2132358,Wednesday,2019-04-01
2019-03-29,Superstore,Secret Shopper,Bravo FEP,Watch,1909,2132358,Friday,2019-03-25
2019-04-04,Superstore,Secret Shopper,Bravo Android Tablet Apps,Watch,1905,2132358,Thursday,2019-04-01
2019-04-07,Superstore,Secret Shopper,Bravo Roku App,Watch,1897,2132358,Sunday,2019-04-01
2019-03-29,Superstore,Secret Shopper,Bravo iPhone App,Watch,1880,2132358,Friday,2019-03-25
2019-04-12,Superstore,Secret Shopper,Bravo Roku App,Watch,1877,2132358,Friday,2019-04-08
2019-04-02,Superstore,Secret Shopper,Bravo iPhone App,Watch,1863,2132358,Tuesday,2019-04-01
2019-04-08,Superstore,Secret Shopper,Bravo Apple TV App,Watch,1846,2132358,Monday,2019-04-08
2019-04-09,Superstore,Secret Shopper,Bravo FEP,Watch,1811,2132358,Tuesday,2019-04-08
2019-04-08,Superstore,Secret Shopper,Bravo Chromecast App,Watch,1808,2132358,Monday,2019-04-08
2019-04-03,Superstore,Secret Shopper,Bravo Apple TV App,Watch,1793,2132358,Wednesday,2019-04-01
2019-04-04,Superstore,Secret Shopper,Bravo FEP,Watch,1766,2132358,Thursday,2019-04-01
2019-04-09,Superstore,Secret Shopper,Bravo iPad App,Watch,1748,2132358,Tuesday,2019-04-08
2019-03-29,Superstore,Secret Shopper,Bravo Android Tablet Apps,Watch,1731,2132358,Friday,2019-03-25
2019-04-08,Superstore,Secret Shopper,Bravo Android Tablet Apps,Watch,1703,2132358,Monday,2019-04-08
2019-04-04,Superstore,Secret Shopper,Bravo Roku App,Watch,1682,2132358,Thursday,2019-04-01
2019-04-05,Superstore,Secret Shopper,Bravo Roku App,Watch,1681,2132358,Friday,2019-04-01
2019-04-03,Superstore,Secret Shopper,Bravo Android Tablet Apps,Watch,1673,2132358,Wednesday,2019-04-01
2019-03-30,Superstore,Secret Shopper,Bravo Android Tablet Apps,Watch,1666,2132358,Saturday,2019-03-25
2019-04-10,Superstore,Secret Shopper,Bravo FEP,Watch,1656,2132358,Wednesday,2019-04-08
2019-04-07,Superstore,Secret Shopper,Bravo FireTV App,Watch,1650,2132358,Sunday,2019-04-01
2019-04-05,Superstore,Secret Shopper,Bravo iPhone App,Watch,1649,2132358,Friday,2019-04-01
2019-04-06,Superstore,Secret Shopper,Bravo Apple TV App,Watch,1641,2132358,Saturday,2019-04-01
2019-04-06,Superstore,Secret Shopper,Bravo Roku App,Watch,1618,2132358,Saturday,2019-04-01
2019-04-07,Superstore,Secret Shopper,Bravo Apple TV App,Watch,1606,2132358,Sunday,2019-04-01
2019-04-11,Superstore,Secret Shopper,Bravo iPhone App,Watch,1569,2132358,Thursday,2019-04-08
2019-03-29,Superstore,Secret Shopper,Bravo Apple TV App,Watch,1568,2132358,Friday,2019-03-25
2019-04-11,Superstore,Secret Shopper,Bravo Roku App,Watch,1558,2132358,Thursday,2019-04-08
2019-04-01,Superstore,Secret Shopper,Bravo FireTV App,Watch,1532,2132358,Monday,2019-04-01
2019-04-01,Superstore,Secret Shopper,Bravo Android TV App,Watch,1520,2132358,Monday,2019-04-01
2019-03-31,Superstore,Secret Shopper,Bravo iPad App,Watch,1514,2132358,Sunday,2019-03-25
2019-04-04,Superstore,Secret Shopper,Bravo FireTV App,Watch,1490,2132358,Thursday,2019-04-01
